sentence,prompt
"Andrews Lock and Dam , Henry County , Ala. ;","TL;DR , Andrews Lock and Dam is a location entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , Bellona is an organization entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , Nils Bemer is a person entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , Tomas Nilsen is a person entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , Northern Fleet is an organization entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , Russia is a location entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , Russia must destroy 150 nuclear is not a named entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , 278 reactors on board . is not a named entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , as transliterated is not a named entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , reactors on board is not a named entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , the next is not a named entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , "" members Nils Bemer is not a named entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , as is not a named entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , the is not a named entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , which state that in accordance with the START is not a named entity ."
""" Bellona "" members Nils Bemer and Tomas Nilsen ( both names as transliterated ) have gained access to Northern Fleet documents which state that in accordance with the START II treaty within the next few years Russia must destroy 150 nuclear submarines with 278 reactors on board .","TL;DR , transliterated ) have is not a named entity ."
"But actor John Wilkes Booth shot Lincoln during the third act , mortally wounding him .","TL;DR , John Wilkes Booth is a person entity ."
"But actor John Wilkes Booth shot Lincoln during the third act , mortally wounding him .","TL;DR , Lincoln is a person entity ."
"But actor John Wilkes Booth shot Lincoln during the third act , mortally wounding him .","TL;DR , him . is not a named entity ."
"But actor John Wilkes Booth shot Lincoln during the third act , mortally wounding him .","TL;DR , Wilkes Booth shot Lincoln during the third act is not a named entity ."
"But actor John Wilkes Booth shot Lincoln during the third act , mortally wounding him .","TL;DR , , mortally wounding him . is not a named entity ."
"But actor John Wilkes Booth shot Lincoln during the third act , mortally wounding him .","TL;DR , the third act , mortally wounding him is not a named entity ."
"HIGH ISLAND , Texas ( AP )","TL;DR , HIGH ISLAND is a location entity ."
"HIGH ISLAND , Texas ( AP )","TL;DR , Texas is a location entity ."
"HIGH ISLAND , Texas ( AP )","TL;DR , AP is an organization entity ."
"HIGH ISLAND , Texas ( AP )","TL;DR , , Texas ( is not a named entity ."
"HIGH ISLAND , Texas ( AP )","TL;DR , ISLAND , Texas ( AP ) is not a named entity ."
"HIGH ISLAND , Texas ( AP )","TL;DR , ISLAND , Texas is not a named entity ."
"HIGH ISLAND , Texas ( AP )","TL;DR , HIGH ISLAND , Texas ( is not a named entity ."
"HIGH ISLAND , Texas ( AP )","TL;DR , ( AP is not a named entity ."
"HIGH ISLAND , Texas ( AP )","TL;DR , ISLAND , Texas ( is not a named entity ."
Jacobs ' lawyers asked for the stay after Cuomo signed a request from North Carolina Gov. Jim Martin on Tuesday to return Jacobs .,"TL;DR , Jacobs is a person entity ."
Jacobs ' lawyers asked for the stay after Cuomo signed a request from North Carolina Gov. Jim Martin on Tuesday to return Jacobs .,"TL;DR , Cuomo is a person entity ."
Jacobs ' lawyers asked for the stay after Cuomo signed a request from North Carolina Gov. Jim Martin on Tuesday to return Jacobs .,"TL;DR , North Carolina is a location entity ."
Jacobs ' lawyers asked for the stay after Cuomo signed a request from North Carolina Gov. Jim Martin on Tuesday to return Jacobs .,"TL;DR , Jim Martin is a person entity ."
Jacobs ' lawyers asked for the stay after Cuomo signed a request from North Carolina Gov. Jim Martin on Tuesday to return Jacobs .,"TL;DR , Martin on Tuesday to return is not a named entity ."
Jacobs ' lawyers asked for the stay after Cuomo signed a request from North Carolina Gov. Jim Martin on Tuesday to return Jacobs .,"TL;DR , Jacobs ' lawyers asked for the stay is not a named entity ."
Jacobs ' lawyers asked for the stay after Cuomo signed a request from North Carolina Gov. Jim Martin on Tuesday to return Jacobs .,"TL;DR , signed a request from is not a named entity ."
Jacobs ' lawyers asked for the stay after Cuomo signed a request from North Carolina Gov. Jim Martin on Tuesday to return Jacobs .,"TL;DR , Jim Martin on Tuesday to return Jacobs . is not a named entity ."
Jacobs ' lawyers asked for the stay after Cuomo signed a request from North Carolina Gov. Jim Martin on Tuesday to return Jacobs .,"TL;DR , lawyers asked is not a named entity ."
Jacobs ' lawyers asked for the stay after Cuomo signed a request from North Carolina Gov. Jim Martin on Tuesday to return Jacobs .,"TL;DR , request from North Carolina is not a named entity ."
